trucks_count 4
drones_count 5
customers 100
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-0.03221789880840149 -4725.633943564109   1         1.03500077630312
2587.0200789137107   -5249.412759015816   1         1.2492161287776569
-2850.601024530983   -6583.907548424768   1         0.35805347471723925
-919.5576103042134   7739.361557874893    1         0.34965084013086656
-2238.3573080084725  4552.456307033005    1         0.5570052846877198
-2747.1817416695903  -8514.97880325696    1         44.64302317745351
764.797571413416     2177.5947877874237   1         0.3427049928990088
-5545.374226977192   -1316.410495328807   1         1.0677364409486239
-7999.693741886841   -3255.38171045262    1         0.951383196343893
-7719.211675128828   -6274.704094337518   1         0.6889422953904585
-640.8441623911033   -2253.2966749156685  1         0.5056069005016031
-6410.450285774925   -7575.360283956344   1         0.1062162478090025
8561.586175826176    -6783.5881409725525  1         0.572822829513519
-5022.328116249108   -7406.321437489265   1         27.194233064510993
5.9178162349018795   5680.008752552827    1         0.7843244500574562
6294.654071027017    756.3157281949783    1         25.559396021115834
3930.2700774659697   -6925.985398952242   1         0.13119839753783855
3116.5705609922575   -6646.540355975547   1         0.8046626956913157
-8463.200001962095   -8324.015422649298   1         0.43465566757587004
6433.900945916758    -1994.9323233031566  1         1.1859184923403001
5578.415982481425    828.0417958148163    1         0.8443833685929045
-1172.8466027578188  -5175.47439224359    1         1.1628157727146462
-1658.582384074839   2408.0410984929167   1         1.0011128175364221
-6501.568469413794   -1634.2695724886742  1         1.0018725737416776
397.5131602100573    8178.368299444368    1         0.20401911410110646
-4207.8668173097885  1861.3059823840103   1         0.45394215619056044
889.861449779132     -114.4570318643852   1         8.844292787433748
-7981.822417243832   -423.2699332388384   1         0.9171909519662093
2133.4748224552654   -1501.3050090224244  1         0.11670354978327081
174.20969641910844   -6464.33130378675    1         1.0164069743909105
115.10732242514102   4605.317157297736    1         0.4707112181477514
-3095.667280322869   -7863.7388429153925  1         0.9969226806872695
7034.345269488663    310.2746175251097    1         0.3194432258660747
-3988.738339657653   -5315.6260385343985  1         0.7456963741854686
7133.858536808694    59.571331846286256   1         0.14806402687966214
-2273.4513997174013  -3321.1817188625155  1         0.7925978338347083
-7972.027129549438   6913.375229938543    1         28.879201513997668
7659.930162191153    -4255.700390968201   1         0.22120025552790334
-2079.6307822546596  5860.39847362973     1         0.29541418682330034
-6239.689942173933   4236.50359101765     1         38.78363355028718
4635.054725045543    -7600.504231957737   1         1.083037928279732
7816.027352833951    -5534.1173024918335  1         0.6214550653480974
